p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.278484887726858e-200	2.1321964532704163	0.535	0.189	8.55639429888067e-196	CD4 Naive	SERINC5
1.2676189105279484e-61	2.1146297216700845	0.125	0.03	4.7602892947056047e-57	CD4 Naive	TSPAN18
1.5320743647823334e-128	2.111205320150306	0.263	0.066	5.753398862067097e-124	CD4 Naive	APBB1
3.8047067187382604e-31	2.092271835737815	0.108	0.037	1.428781514087779e-26	CD4 Naive	TRBV20-1
0	2.0653179079206296	0.661	0.191	0	CD4 Naive	LINC00861
1.5874140263881884e-27	2.0487962980239773	0.103	0.037	5.961215893295564e-23	CD4 Naive	TTC12
3.3019590714598174e-223	2.041075444243413	0.541	0.169	1.2399846901053052e-218	CD4 Naive	PIK3IP1
0	2.038548347073883	0.726	0.212	0	CD4 Naive	BCL11B
1.6985664711513888e-82	2.0353238857264	0.234	0.073	6.37862666911481e-78	CD4 Naive	NBPF15
7.287138072863151e-188	2.0114306329455123	0.556	0.21	2.736538960502299e-183	CD4 Naive	DGKA
1.6842958357633746e-106	2.0096869975702623	0.27	0.08	6.3250361520422004e-102	CD4 Naive	RETREG1
6.8224044580509445e-62	1.9975773187751924	0.151	0.042	2.562017546131871e-57	CD4 Naive	LTA
4.780891551867573e-55	1.9863249749194505	0.151	0.045	1.7953682044728296e-50	CD4 Naive	ABCD2
8.320867730606818e-241	1.9753951173441997	0.566	0.168	3.1247354588747785e-236	CD4 Naive	ITK
6.075339241288895e-176	1.9610154426592925	0.507	0.185	2.2814721452812185e-171	CD4 Naive	IL6ST
0	1.9575188855708094	0.858	0.423	0	CD4 Naive	NOSIP
7.010011165124164e-107	1.9498407009474998	0.298	0.094	2.632469492839077e-102	CD4 Naive	FAM102A
7.460703082488116e-106	1.9277241023994918	0.235	0.061	2.8017178285667622e-101	CD4 Naive	ICOS
0	1.91805863272171	0.968	0.421	0	CD4 Naive	LTB
2.6539359888264895e-86	1.9137804324129348	0.233	0.07	9.966325818840116e-82	CD4 Naive	TMEM204
8.460318562770249e-78	1.8873876408793901	0.192	0.054	3.1771034298771116e-73	CD4 Naive	PCSK5
8.642275721516961e-48	1.8697720097016035	0.147	0.047	3.2454338017012645e-43	CD4 Naive	HAPLN3
1.9267469584189511e-187	1.8616439485762033	0.545	0.195	7.235512852950687e-183	CD4 Naive	PRKCA
3.2784880102303096e-108	1.8550954303767688	0.289	0.086	1.2311706024817882e-103	CD4 Naive	CD28
1.1496520051886144e-37	1.8459308382004933	0.12	0.039	4.317288175084804e-33	CD4 Naive	GGT7
6.442014433620337e-57	1.8399417969803122	0.156	0.046	2.4191696802574453e-52	CD4 Naive	HABP4
4.426829497083627e-21	1.8351727453099766	0.237	0.148	1.6624072810398145e-16	CD4 Naive	FAM13A
1.227934437540102e-41	1.827685414302561	0.165	0.062	4.611262193294344e-37	CD4 Naive	PRKN
5.4016897960466375e-92	1.8229487576871792	0.291	0.098	2.028496569109394e-87	CD4 Naive	PATJ
6.280485327164066e-202	1.804206472401829	0.496	0.145	2.3585106549099216e-197	CD4 Naive	CD5
8.42278284708496e-144	1.8001310772759624	0.504	0.197	3.163007642565815e-139	CD4 Naive	PCED1B
7.827695354210222e-75	1.792344241665164	0.262	0.093	2.939534436366565e-70	CD4 Naive	UBASH3A
1.0327259892611159e-51	1.782933342867016	0.162	0.052	3.8781959074722684e-47	CD4 Naive	SH2D3A
1.259655429833848e-23	1.7640083228919226	0.113	0.047	4.730384035655049e-19	CD4 Naive	KANK1
6.389295568127201e-302	1.7537802443487671	0.869	0.373	2.3993721646988077e-297	CD4 Naive	PCED1B-AS1
1.4879813802975674e-77	1.7435772708796486	0.337	0.144	5.587816477431455e-73	CD4 Naive	CHMP7
0	1.7319557736544064	0.805	0.214	0	CD4 Naive	IL7R
1.5717987027740761e-158	1.6969051393195975	0.448	0.144	5.902575668527488e-154	CD4 Naive	AQP3
4.534651193085058e-44	1.69490363202996	0.235	0.106	1.702897562539232e-39	CD4 Naive	AP3M2
1.766597479116479e-55	1.6914585731685778	0.194	0.067	6.634103513326114e-51	CD4 Naive	LSR
3.853722619042364e-91	1.6708505230588817	0.395	0.169	1.4471884551289789e-86	CD4 Naive	STMN3
1.1319482029473287e-195	1.6623884281111936	0.541	0.172	4.250805086528103e-191	CD4 Naive	CD6
5.661954556881295e-34	1.6354012709236974	0.154	0.061	2.126233794745633e-29	CD4 Naive	PLSCR3
1.9388432975622363e-94	1.6332699112942284	0.41	0.177	7.280938235335466e-90	CD4 Naive	ITPKB
4.4576016805657255e-155	1.6270295613816224	0.616	0.275	1.6739631591028468e-150	CD4 Naive	MAML2
1.9928563626556646e-277	1.6263536425887861	0.657	0.192	7.483773498680817e-273	CD4 Naive	CD27
2.2571979000787746e-145	1.6259837249795162	0.451	0.156	8.476455274165822e-141	CD4 Naive	TXK
0	1.6146290682391138	0.961	0.317	0	CD4 Naive	CD3E
2.6114991279043397e-107	1.6135243595630866	0.402	0.158	9.806962675019167e-103	CD4 Naive	ITGA6
5.905119396651211e-185	1.6088981068719377	0.751	0.398	2.2175494870244293e-180	CD4 Naive	LEPROTL1
9.01893391068161e-99	1.5994308179246315	0.381	0.15	3.3868802514782653e-94	CD4 Naive	SUSD3
1.9360149705559095e-115	1.5982524351985488	0.349	0.111	7.270317018928606e-111	CD4 Naive	SIRPG
1.5623280637320258e-145	1.5861716561478345	0.447	0.153	5.867010577732876e-141	CD4 Naive	CD4
9.020662625674084e-76	1.5827838371783862	0.293	0.111	3.387529435819389e-71	CD4 Naive	BEX2
1.5018260439276863e-152	1.5801522336126421	0.593	0.256	5.6398073427616404e-148	CD4 Naive	ABLIM1
2.2602503339351463e-117	1.5700218179126675	0.62	0.328	8.487918079026655e-113	CD4 Naive	BCL2
1.0610223176719059e-27	1.5613324634530645	0.12	0.046	3.984457109553308e-23	CD4 Naive	SAMD12
1.8660434735520777e-56	1.5575019797087002	0.265	0.11	7.007553056230118e-52	CD4 Naive	TNFSF8
5.72081885156349e-71	1.5499262733254422	0.24	0.082	2.1483391033276373e-66	CD4 Naive	APBA2
1.6394566611002324e-26	1.5443464584450315	0.171	0.082	6.156651599429702e-22	CD4 Naive	PKIA
1.0812339844932393e-32	1.5368902585315842	0.166	0.069	4.060357981967462e-28	CD4 Naive	AC008555.4
1.1732879759886857e-46	1.5273533349439168	0.202	0.079	4.406048336230312e-42	CD4 Naive	AC245407.2
8.293008033289736e-116	1.5191592490615133	0.526	0.242	3.1142733067412946e-111	CD4 Naive	MGAT4A
1.0125240350433529e-100	1.5147106290098584	0.302	0.095	3.802331508798303e-96	CD4 Naive	SELENOM
1.856474856667165e-54	1.495350753955029	0.376	0.199	6.971620029242205e-50	CD4 Naive	SESN3
6.277221763488652e-79	1.4918960343033036	0.388	0.174	2.3572850888428936e-74	CD4 Naive	AC243960.1
5.992966938023329e-53	1.4786882126751797	0.236	0.094	2.250538874235901e-48	CD4 Naive	TNFRSF25
7.34816468884028e-248	1.4741676098939434	0.7	0.22	2.7594562856001906e-243	CD4 Naive	CD3G
1.809203025952371e-21	1.4718505784428244	0.174	0.092	6.794100123358938e-17	CD4 Naive	PASK
1.4749334812028771e-44	1.4565299186871012	0.229	0.099	5.538817701961165e-40	CD4 Naive	LGALS3BP
6.4045430506054e-28	1.4543696985794012	0.2	0.101	2.4050980517938458e-23	CD4 Naive	RNF144A
0	1.4498016107797151	0.875	0.284	0	CD4 Naive	CD3D
5.610150936220272e-139	1.4384837296303994	0.536	0.209	2.1067799810787987e-134	CD4 Naive	TC2N
5.616750824338099e-39	1.4351139625753926	0.213	0.095	2.1092584370636863e-34	CD4 Naive	LINS1
1.678594536294418e-35	1.4336765700590306	0.143	0.052	6.303626062146428e-31	CD4 Naive	CRIP2
8.953902199540869e-151	1.4283771882710208	0.663	0.325	3.3624588929935826e-146	CD4 Naive	FHIT
4.33520270599556e-114	1.422473332967845	0.621	0.33	1.6279986721825126e-109	CD4 Naive	PDE3B
1.9260653003545173e-54	1.4118350006077134	0.308	0.143	7.232953022421319e-50	CD4 Naive	ATP6V0E2
1.1585465538098034e-20	1.4072495773335916	0.125	0.057	4.350689873521955e-16	CD4 Naive	AP000787.1
4.137305050849286e-167	1.3953075067563545	0.728	0.333	1.5536821657454325e-162	CD4 Naive	GIMAP7
2.4415995503195336e-192	1.3937557867094623	0.642	0.228	9.168938791314945e-188	CD4 Naive	SPOCK2
3.2805366597399403e-54	1.3859503920365386	0.287	0.127	1.2319399318321398e-49	CD4 Naive	PLCG1
3.709905628834399e-68	1.3772501637435461	0.337	0.143	1.3931808607961817e-63	CD4 Naive	S1PR1
4.932826033191902e-16	1.3755317554925848	0.152	0.083	1.8524241602445547e-11	CD4 Naive	GPR155
3.6913819890006044e-88	1.3721144108579957	0.489	0.247	1.386224678329397e-83	CD4 Naive	MLLT3
1.2024878794851003e-102	1.3691030758664642	0.496	0.23	4.515702733830397e-98	CD4 Naive	TESPA1
1.2218941259605633e-40	1.3691004576493495	0.215	0.092	4.588579011219703e-36	CD4 Naive	DOCK9
3.388799188433622e-43	1.3688428063720908	0.279	0.137	1.2725957592324782e-38	CD4 Naive	TMEM63A
2.5067757593662967e-31	1.3682852578603426	0.157	0.065	9.413695009148254e-27	CD4 Naive	AKTIP
2.5164699809769566e-16	1.3642696678171304	0.126	0.064	9.450099719562765e-12	CD4 Naive	SFMBT1
2.6465855147037253e-29	1.36358050868869	0.164	0.071	9.938722583366899e-25	CD4 Naive	SHISAL2A
1.8002458034829777e-40	1.3571629097624296	0.229	0.103	6.760463065819626e-36	CD4 Naive	SGTB
1.616579649692578e-127	1.3551473620811338	0.688	0.404	6.070741558490538e-123	CD4 Naive	NDFIP1
2.3470632260441558e-63	1.3542202212301673	0.283	0.115	8.813926532763619e-59	CD4 Naive	TMIGD2
1.7033121314660546e-13	1.353192685062918	0.122	0.066	6.396448047294475e-9	CD4 Naive	COL18A1
1.3666202919956354e-27	1.3520608383538573	0.201	0.101	5.1320691825312097e-23	CD4 Naive	SMPD1
1.1326827207106405e-68	1.3458788875203371	0.413	0.207	4.253563421084668e-64	CD4 Naive	SATB1
1.7588137856512195e-44	1.3374430306167324	0.197	0.076	6.604873409256025e-40	CD4 Naive	PCAT1
0	1.3305958430947111	0.985	0.924	0	CD4 Naive	RPS27
3.282164908449591e-24	1.3299854062228014	0.131	0.056	1.232551388070075e-19	CD4 Naive	IPCEF1
4.462755821393504e-259	1.2960553876046477	0.952	0.739	1.6758986936079026e-254	CD4 Naive	TOMM7
3.1394468257312405e-204	1.2919590519666682	0.759	0.292	1.1789564664668528e-199	CD4 Naive	LCK
3.730000111583655e-240	1.2885189288022771	0.946	0.746	1.40072694190301e-235	CD4 Naive	SARAF
1.4562758437610807e-82	1.2772574259978753	0.404	0.171	5.468752676075987e-78	CD4 Naive	SCML4
3.657383929645444e-45	1.2758033913977462	0.365	0.207	1.3734573870997535e-40	CD4 Naive	TMEM238
1.3454542581104772e-29	1.2726491005654392	0.196	0.093	5.052584375482275e-25	CD4 Naive	KCNA3
1.2284873107584484e-159	1.2661310561384234	0.839	0.535	4.613338398091201e-155	CD4 Naive	C12orf57
2.3184581990286236e-171	1.2643701456092604	0.825	0.465	8.70650607481219e-167	CD4 Naive	CD48
7.94901766596697e-12	1.2609869421906739	0.112	0.061	2.985094604100576e-7	CD4 Naive	PPP1R3F
3.1710538289545025e-19	1.2600281141194938	0.125	0.058	1.1908258443872843e-14	CD4 Naive	DUSP16
3.564493465176832e-45	1.2586901421073047	0.28	0.133	1.3385742309778558e-40	CD4 Naive	ANXA2R
2.1528108916611245e-18	1.2550544406647548	0.123	0.058	8.084450741455021e-14	CD4 Naive	ENO2
3.0189889037427785e-16	1.2533380577738271	0.132	0.068	1.1337209030225256e-11	CD4 Naive	TNFRSF10A
2.7330739197843478e-27	1.2476574692596716	0.189	0.09	1.0263512490966161e-22	CD4 Naive	TRAF1
1.6967731314758309e-31	1.2414384955062876	0.259	0.139	6.3718921406311875e-27	CD4 Naive	NMRK1
1.1379397017897757e-248	1.2363158951633397	0.826	0.318	4.273304962131145e-244	CD4 Naive	CD7
3.729446624251803e-48	1.236157537797261	0.354	0.19	1.4005190908052795e-43	CD4 Naive	THEM4
2.14785618269607e-31	1.228476060616876	0.226	0.112	8.065844322878552e-27	CD4 Naive	MARCHF9
3.760038716708734e-42	1.2235542016237413	0.254	0.116	1.412007339285631e-37	CD4 Naive	MAD1L1
2.6185700321619347e-20	1.223005049803001	0.173	0.091	9.833516041777713e-16	CD4 Naive	AP002387.2
2.5919636403101864e-183	1.2221915526512706	0.875	0.48	9.733601058456843e-179	CD4 Naive	FYB1
1.9219474307174535e-32	1.2199975483323562	0.311	0.183	7.217489186573253e-28	CD4 Naive	SNHG25
3.0221606961002913e-25	1.2195044487412607	0.233	0.131	1.1349120062065424e-20	CD4 Naive	PGAP6
1.3860545119935032e-57	1.2194913503952762	0.311	0.141	5.205050508889203e-53	CD4 Naive	SOCS3
5.169003003053976e-19	1.2168044299686238	0.187	0.105	1.9411156977368596e-14	CD4 Naive	DBP
1.3547780737638001e-154	1.2150645247921923	0.793	0.396	5.087598100405199e-150	CD4 Naive	ETS1
1.4303279496359908e-112	1.2146141114278053	0.666	0.362	5.371310549268036e-108	CD4 Naive	RASA3
1.5155524866863836e-31	1.2129097982982737	0.235	0.119	5.691354253253376e-27	CD4 Naive	ATP8B2
2.616010551447821e-65	1.2101842057025054	0.374	0.171	9.823904423852002e-61	CD4 Naive	LIME1
1.1350330274913688e-65	1.2074949054575914	0.391	0.181	4.262389528138337e-61	CD4 Naive	RASGRP1
8.506827092288871e-117	1.2021138911874973	0.685	0.367	3.19456877796724e-112	CD4 Naive	SEPTIN1
0	1.2018662163382219	0.99	0.961	0	CD4 Naive	RPL32
6.076335213963827e-19	1.1985759582339068	0.135	0.066	2.281846162899836e-14	CD4 Naive	GIMAP1
6.409166593044516e-56	1.1929415198279507	0.293	0.127	2.4068343306860072e-51	CD4 Naive	IL4R
1.6369361164485695e-11	1.1919391287450065	0.123	0.071	6.147186198099313e-7	CD4 Naive	PDCD4-AS1
4.282359275352479e-19	1.1865364474895022	0.167	0.088	1.6081543786731163e-14	CD4 Naive	TTC39B
4.777847287413763e-40	1.1857388318272826	0.316	0.168	1.7942249918424905e-35	CD4 Naive	PHF1
1.3256754155804533e-38	1.1822100250303254	0.252	0.122	4.978308888129276e-34	CD4 Naive	TBC1D4
2.263436218445458e-24	1.181448517117918	0.224	0.124	8.499882031128229e-20	CD4 Naive	U2AF1L4
0	1.1810701832190222	0.985	0.97	0	CD4 Naive	RPL30
5.168284683904496e-115	1.1809472669995331	0.708	0.414	1.940845947346655e-110	CD4 Naive	ATM
7.123125117708995e-65	1.1742480138095064	0.45	0.239	2.674947175453259e-60	CD4 Naive	PIM2
5.6090533660252665e-18	1.1698502217857873	0.107	0.048	2.1063678105434683e-13	CD4 Naive	GCSAM
3.5659212191269286e-35	1.1591305697534882	0.239	0.115	1.3391103954187354e-30	CD4 Naive	RGL4
0	1.1553946115110847	0.986	0.949	0	CD4 Naive	RPL34
7.223269127841295e-35	1.155253795717945	0.264	0.136	2.7125542555782416e-30	CD4 Naive	ZBTB25
1.3847774874922366e-202	1.1538782686337439	0.929	0.654	5.200254898779596e-198	CD4 Naive	AC010197.2
0	1.153385714078854	0.985	0.96	0	CD4 Naive	RPS14
2.031277451378359e-9	1.1356712805952496	0.109	0.063	7.62805621316115e-5	CD4 Naive	KIAA0355
5.356713321414164e-19	1.1356213929609655	0.23	0.142	2.011606553590661e-14	CD4 Naive	NIPAL3
4.05794866199479e-128	1.1296068481283639	0.771	0.458	1.5238814610389035e-123	CD4 Naive	TRAF3IP3
2.7767796553190803e-67	1.1295339811393048	0.376	0.165	1.0427640639619741e-62	CD4 Naive	TRAC
3.7743636522264234e-13	1.1275123776967366	0.138	0.078	1.4173867823205888e-8	CD4 Naive	ADPRM
3.0419122216721287e-190	1.1254355471645283	0.924	0.714	1.1423292966045345e-185	CD4 Naive	NOP53
7.30053310765227e-10	1.1222303634817603	0.124	0.075	2.7415691979166568e-5	CD4 Naive	MRNIP
5.190283488308809e-44	1.119848620615632	0.399	0.229	1.9491071583646073e-39	CD4 Naive	PRKCQ
3.243922868993152e-14	1.1163217995578156	0.156	0.091	1.2181903549929983e-9	CD4 Naive	GSTM2
2.8110763113681746e-13	1.114186750848562	0.126	0.068	1.0556434872080906e-8	CD4 Naive	FBXO44
1.807974951477776e-114	1.1117190263142147	0.469	0.172	6.789488335284492e-110	CD4 Naive	THEMIS
2.1925870214646247e-132	1.1104184295987807	0.689	0.384	8.233822041706105e-128	CD4 Naive	RGS10
2.0436370261150813e-15	1.1089520622681226	0.152	0.084	7.674470124169965e-11	CD4 Naive	AC026979.2
5.0835016841997606e-23	1.1075503032290128	0.16	0.076	1.909007387467536e-18	CD4 Naive	LAT
1.5972924333791014e-10	1.1064220602246566	0.132	0.079	5.99831227506854e-6	CD4 Naive	PLPP1
5.033816533253425e-6	1.1021468825374647	0.104	0.07	0.18903491227326588	CD4 Naive	WDR89
4.607995423477297e-12	1.1005249951244878	0.175	0.112	1.7304405213784294e-7	CD4 Naive	TECPR1
1.5038598883935578e-44	1.1001689096572795	0.314	0.158	5.647445038884328e-40	CD4 Naive	CITED4
1.5199946642722924e-31	1.0983365043755025	0.242	0.123	5.70803596274174e-27	CD4 Naive	CHD7
1.67704608023458e-29	1.097867532303959	0.301	0.178	6.2978111451049185e-25	CD4 Naive	FAM117B
4.513017778345499e-6	1.095981915007987	0.114	0.078	0.16947735663020855	CD4 Naive	SLC39A13
2.306561738595831e-41	1.091046398773382	0.197	0.079	8.661831296948923e-37	CD4 Naive	CMTM8
2.9937280034403357e-61	1.090452924493663	0.542	0.341	1.1242346771319493e-56	CD4 Naive	CYLD
2.5366111591678753e-213	1.0903751873045628	0.963	0.822	9.525735886023122e-209	CD4 Naive	RPS29
0	1.0903219724323083	0.983	0.951	0	CD4 Naive	RPS15A
2.7338952106414556e-298	1.0892889254663238	0.981	0.952	1.0266596684521858e-293	CD4 Naive	RPS28
1.4604723171833095e-7	1.0842948108259456	0.152	0.108	0.0054845116927184825	CD4 Naive	EEF1G
3.7581136500528464e-281	1.0824828495420027	0.984	0.909	1.4112844190043454e-276	CD4 Naive	RPS21
3.981503246440491e-55	1.080592702119353	0.522	0.327	1.4951739141357976e-50	CD4 Naive	PIM1
8.827153505891521e-308	1.0803126267758625	0.983	0.938	3.314860956067443e-303	CD4 Naive	RPL39
1.5896189697402066e-41	1.0727739453796405	0.391	0.227	5.969496117065398e-37	CD4 Naive	HIVEP2
2.6876569112448116e-104	1.0709823937241612	0.697	0.405	1.009295799879764e-99	CD4 Naive	RHOH
0	1.070256338289699	0.983	0.924	0	CD4 Naive	RPL35A
2.71731214140183e-16	1.0687451788178675	0.21	0.132	1.0204322284606292e-11	CD4 Naive	CFAP36
0	1.0682986601224513	0.989	0.983	0	CD4 Naive	RPS12
0	1.0682550120186374	0.98	0.944	0	CD4 Naive	RPS25
3.012071592725181e-10	1.0650149607012493	0.11	0.063	1.1311232452160873e-5	CD4 Naive	BBS2
4.210385337259936e-31	1.0596848210971597	0.26	0.138	1.581126005701224e-26	CD4 Naive	SATB1-AS1
1.9087439907295542e-16	1.0541941307364768	0.174	0.099	7.167906308386695e-12	CD4 Naive	ZNF862
7.386200707126881e-26	1.0512453107587973	0.256	0.145	2.7737399515473577e-21	CD4 Naive	HELB
3.5738527662866764e-13	1.050311385579487	0.108	0.055	1.3420889293236355e-8	CD4 Naive	CCDC141
9.11750350882421e-13	1.04906695485807	0.171	0.106	3.4238960926687555e-8	CD4 Naive	IGF1R
3.6458839236788876e-294	1.0481470212429818	0.981	0.915	1.3691387898591328e-289	CD4 Naive	RPL36
6.7507168575511814e-223	4.233066801976646	0.108	0.007	2.535096701516195e-218	CD4 Central Memory	NEFL
2.821303433346671e-296	3.7666294227787676	0.154	0.011	1.0594840783246754e-291	CD4 Central Memory	IATPR
7.400913246259166e-293	3.419315770525265	0.196	0.018	2.7792649513677048e-288	CD4 Central Memory	CCR4
1.506132858205274e-248	3.2477334836602036	0.183	0.019	5.6559807224182653e-244	CD4 Central Memory	PI16
5.320879299690312e-305	3.2461977929720947	0.234	0.025	1.998149803412703e-300	CD4 Central Memory	LINC00892
0	3.1326977908189395	0.359	0.044	0	CD4 Central Memory	CD40LG
8.918738914116169e-153	3.116705376348815	0.133	0.016	3.3492540244180446e-148	CD4 Central Memory	FBLN7
1.0687695163291188e-152	3.115160879034137	0.118	0.013	4.01355016467074e-148	CD4 Central Memory	KRT1
4.3602605146960295e-291	3.080737178116896	0.263	0.033	1.6374086310837999e-286	CD4 Central Memory	AC139720.1
1.982171193627855e-177	3.0304985710811345	0.177	0.025	7.443647483430683e-173	CD4 Central Memory	FBXL16
2.283039715741867e-115	3.0024766447831768	0.111	0.015	8.573499044525434e-111	CD4 Central Memory	TTC39C-AS1
1.6748358118729207e-130	2.9824512453695062	0.125	0.017	6.289510924326379e-126	CD4 Central Memory	AC005842.1
6.541277260933285e-262	2.9705811947819836	0.312	0.053	2.4564458497982765e-257	CD4 Central Memory	FAAH2
3.48266690433332e-126	2.9602450779911784	0.12	0.016	1.3078459025842917e-121	CD4 Central Memory	LINC00402
0	2.86253021330736	0.357	0.057	0	CD4 Central Memory	ICOS
2.0242548077058133e-281	2.8132010512622556	0.294	0.043	7.601684079377641e-277	CD4 Central Memory	TSHZ2
1.6721551920720384e-105	2.8016237590460413	0.117	0.018	6.279444392788126e-101	CD4 Central Memory	VSIG1
0	2.7493440466825456	0.587	0.093	0	CD4 Central Memory	MAL
0	2.7115032519176636	0.515	0.098	0	CD4 Central Memory	TRAT1
1.6085480850922524e-98	2.621309506878914	0.142	0.027	6.040580623946936e-94	CD4 Central Memory	LINC02762
0	2.619990020383794	0.49	0.092	0	CD4 Central Memory	ANK3
1.8699226364989625e-121	2.6017425074376574	0.162	0.029	7.022120476844555e-117	CD4 Central Memory	TCEA3
6.2445862770962544e-111	2.5728482562900004	0.152	0.028	2.3450294846379563e-106	CD4 Central Memory	FBLN5
9.386475910563995e-221	2.4887656110638954	0.28	0.048	3.5249032986940973e-216	CD4 Central Memory	CRIP2
3.3164929196460093e-107	2.467489454008234	0.155	0.029	1.245442586114666e-102	CD4 Central Memory	TSPAN18
1.5282413144695018e-104	2.459374887514378	0.157	0.031	5.739004608227321e-100	CD4 Central Memory	FXYD7
0	2.4291535257174734	0.87	0.212	0	CD4 Central Memory	IL7R
3.540987954100129e-66	2.3944654877581266	0.106	0.022	1.3297472064032215e-61	CD4 Central Memory	ANKRD44-AS1
6.772508606646854e-79	2.3928545124718696	0.128	0.026	2.543280157054093e-74	CD4 Central Memory	ST8SIA1
1.206667730466904e-221	2.3689987828165147	0.322	0.062	4.531399328222364e-217	CD4 Central Memory	TNFRSF4
2.5031715519335245e-257	2.324656228578666	0.384	0.077	9.400160128975964e-253	CD4 Central Memory	TRABD2A
1.0813972355474772e-84	2.3232406258540355	0.138	0.028	4.0609710386514415e-80	CD4 Central Memory	IL2RA
0	2.307772832683561	0.772	0.25	0	CD4 Central Memory	INPP4B
4.6134977178533174e-43	2.285627472054869	0.107	0.03	1.7325067979854564e-38	CD4 Central Memory	LINC02694
0	2.276601472246684	0.782	0.197	0	CD4 Central Memory	TCF7
0	2.2689647925525103	0.609	0.142	0	CD4 Central Memory	CD5
6.295357207926779e-128	2.247502262501219	0.217	0.047	2.3640954922927432e-123	CD4 Central Memory	LINC02273
7.758076475956902e-62	2.218282057717742	0.1	0.02	2.9133904590160954e-57	CD4 Central Memory	EDA
1.9130441934104999e-258	2.197144501734263	0.521	0.139	7.18405485951445e-254	CD4 Central Memory	GATA3
1.251674720795994e-25	2.175840880176744	0.101	0.037	4.700414079005196e-21	CD4 Central Memory	TRBV20-1
6.169521475554287e-103	2.167681155295562	0.168	0.035	2.3168403997149013e-98	CD4 Central Memory	WDR86-AS1
1.9794522587493678e-205	2.165185373841041	0.367	0.084	7.4334370672815e-201	CD4 Central Memory	CD28
1.9286815282629726e-233	2.130910220356305	0.507	0.142	7.242777743085942e-229	CD4 Central Memory	AQP3
5.1292277514281825e-107	2.1272226775532768	0.312	0.103	1.9261788974938255e-102	CD4 Central Memory	CISH
6.849218161430535e-116	2.1249891721703955	0.202	0.044	2.572086896162009e-111	CD4 Central Memory	EPHA4
1.3261021783992027e-88	2.109606140549284	0.208	0.056	4.979911510542526e-84	CD4 Central Memory	SLAMF1
1.8098435858891296e-259	2.1091271862797214	0.55	0.156	6.796505618089449e-255	CD4 Central Memory	RCAN3
1.501477620984881e-39	2.104042622526107	0.108	0.032	5.638498910084524e-35	CD4 Central Memory	CD200R1
3.255152121424113e-113	2.09923016748656	0.318	0.103	1.222407276158397e-108	CD4 Central Memory	AP3M2
2.5686223387700416e-86	2.097314947872082	0.171	0.041	9.645947468783137e-82	CD4 Central Memory	EPHX2
1.5537195332436713e-90	2.0945303236842734	0.269	0.089	5.834682963189959e-86	CD4 Central Memory	PASK
1.2167533812417684e-140	2.0774044120837365	0.327	0.091	4.569273972577213e-136	CD4 Central Memory	TNFRSF25
4.303028768582794e-30	2.0693787849817458	0.105	0.036	1.6159163934658968e-25	CD4 Central Memory	RTKN2
9.894414422304869e-157	2.060286244455286	0.344	0.092	3.7156494480081474e-152	CD4 Central Memory	FAM102A
1.0935318489320544e-294	2.0550801086418287	0.615	0.17	4.106540152294544e-290	CD4 Central Memory	CD6
0	2.0536095677281594	0.678	0.175	0	CD4 Central Memory	CAMK4
4.838468511141489e-121	2.0481274404238126	0.215	0.047	1.8169900799889633e-116	CD4 Central Memory	TAFA1
8.187739975903147e-167	2.0471421935458043	0.358	0.094	3.074741993150909e-162	CD4 Central Memory	FLT3LG
1.991601478779848e-47	2.0185125200583793	0.132	0.04	7.479061033261963e-43	CD4 Central Memory	BAG3
3.170524459469153e-54	1.9986248580620027	0.109	0.026	1.190627050264451e-49	CD4 Central Memory	RCAN3AS
2.2849068472138635e-46	1.992843307317742	0.108	0.029	8.580510683342222e-42	CD4 Central Memory	LINC02361
3.888758044104195e-217	1.9925291365223772	0.615	0.233	1.4603453083024485e-212	CD4 Central Memory	TRADD
4.599380741076044e-64	1.9884254804812134	0.131	0.032	1.7272054496962868e-59	CD4 Central Memory	PLEKHB1
0	1.9770922979587051	0.969	0.421	0	CD4 Central Memory	LTB
1.1467857307686695e-80	1.968069829290216	0.207	0.06	4.3065244547555845e-76	CD4 Central Memory	PLSCR3
7.991735920912618e-287	1.9646658038245617	0.609	0.167	3.0011365903803155e-282	CD4 Central Memory	ITK
7.126356334147721e-107	1.9553581429337408	0.245	0.066	2.676160594162494e-102	CD4 Central Memory	LSR
1.019517460643524e-94	1.947278531817505	0.249	0.073	3.828593919954626e-90	CD4 Central Memory	PLCL1
1.2689427351167187e-77	1.943677049354203	0.196	0.056	4.765260653183814e-73	CD4 Central Memory	DUSP16
3.4974319023885736e-175	1.9337317960927485	0.453	0.139	1.313390602303981e-170	CD4 Central Memory	S1PR1
3.7291257852991546e-96	1.91309515044818	0.249	0.073	1.4003986061533915e-91	CD4 Central Memory	NBPF15
3.0555109402289163e-234	1.8986908343693765	0.527	0.15	1.1474360233841649e-229	CD4 Central Memory	CD4
1.2067197093823924e-127	1.8935779117578602	0.347	0.108	4.5315945246436985e-123	CD4 Central Memory	TNFSF8
4.961961554787589e-70	1.8898727823297559	0.169	0.046	1.8633654226693831e-65	CD4 Central Memory	HAPLN3
1.4710952105549622e-39	1.8896476079914113	0.135	0.046	5.524403844197049e-35	CD4 Central Memory	FBXL8
8.488718248309195e-87	1.8796520327361135	0.221	0.063	3.187768363787552e-82	CD4 Central Memory	GPR171
